BWSID,MatchID,PlayerID,PlayerName,MatchName,HomeTeam,AwayTeam,CurrentInnings,InningsID,Overs,Maidens,Conceded,Wickets,EconomyRate,Dots,FoursConceded,SixesConceded,Wides,Noballs
BWS0633,M055,TP0241,Axar Patel,CSK v DC,CSK,DC,DC,1,3,0,23,0,7.66,5,0,2,0,0
BWS0634,M055,TP0032,Kuldeep Yadav,CSK v DC,CSK,DC,DC,1,3,0,43,0,14.33,4,4,3,2,0
BWS0635,M055,TP0036,Mitchell Marsh,CSK v DC,CSK,DC,DC,1,3,0,34,1,11.33,3,2,1,3,0
BWS0636,M055,TP0014,Mukesh Choudhary,CSK v DC,CSK,DC,CSK,2,3,0,22,2,7.33,10,1,2,0,0
BWS0637,M055,TP0022,Simarjeet Singh,CSK v DC,CSK,DC,CSK,2,4,0,27,2,6.75,13,3,1,1,0
BWS0638,M055,TP0011,Maheesh Theekshana,CSK v DC,CSK,DC,CSK,2,4,0,29,1,7.25,13,4,1,0,0
BWS0639,M055,TP0008,Dwayne Bravo,CSK v DC,CSK,DC,CSK,2,2.4,0,24,2,9,6,4,0,1,0
BWS0640,M055,TP0242,Moeen Ali,CSK v DC,CSK,DC,CSK,2,4,0,13,3,3.25,16,0,1,0,0
BWS0641,M056,TP0124,Daniel Sams,MI v KKR,MI,KKR,MI,1,4,0,26,1,6.5,13,0,2,3,0
BWS0642,M056,TP0135,Murugan Ashwin,MI v KKR,MI,KKR,MI,1,4,0,35,1,8.75,10,3,2,1,0
BWS0643,M056,TP0129,Jasprit Bumrah,MI v KKR,MI,KKR,MI,1,4,1,10,5,2.5,18,1,0,0,0
BWS0644,M056,TP0139,Riley Meredith,MI v KKR,MI,KKR,MI,1,3,0,35,0,11.66,6,4,1,1,0
BWS0645,M056,TP0133,Mayank Markande,MI v KKR,MI,KKR,MI,1,3,0,32,2,10.66,8,2,3,0,0
BWS0646,M056,TP0132,Kieron Pollard,MI v KKR,MI,KKR,MI,1,2,0,26,0,13,3,2,2,1,0
BWS0647,M056,TP0096,Tim Southee,MI v KKR,MI,KKR,KKR,2,3,0,10,1,3.33,13,1,0,0,0
BWS0648,M056,TP0086,Pat Cummins,MI v KKR,MI,KKR,KKR,2,4,0,22,3,5.5,11,2,0,1,0
BWS0649,M056,TP0079,Andre Russell,MI v KKR,MI,KKR,KKR,2,2.3,0,22,2,8.8,6,4,0,0,0
BWS0650,M056,TP0095,Sunil Narine,MI v KKR,MI,KKR,KKR,2,4,0,21,0,5.25,9,0,1,1,0
BWS0651,M056,TP0098,Varun Chakravarty,MI v KKR,MI,KKR,KKR,2,3,0,22,1,7.33,6,1,1,0,0
BWS0652,M056,TP0099,Venkatesh Iyer,MI v KKR,MI,KKR,KKR,2,1,0,8,0,8,1,1,0,0,0
BWS0653,M057,TP0117,Mohsin Khan,LSG v GT,LSG,GT,LSG,1,4,0,18,1,4.5,10,1,0,0,0
BWS0654,M057,TP0105,Dushmanta Chameera,LSG v GT,LSG,GT,LSG,1,4,0,34,0,8.5,10,6,0,2,0
BWS0655,M057,TP0102,Avesh Khan,LSG v GT,LSG,GT,LSG,1,4,0,26,2,6.5,8,3,0,1,0
BWS0656,M057,TP0111,Krunal Pandya,LSG v GT,LSG,GT,LSG,1,4,0,24,0,6,5,1,0,0,0
BWS0657,M057,TP0107,Jason Holder,LSG v GT,LSG,GT,LSG,1,4,0,41,1,10.25,5,4,1,3,0
BWS0658,M057,TP0062,Mohammad Shami,LSG v GT,LSG,GT,GT,2,3,0,5,1,1.66,14,0,0,1,0
BWS0659,M057,TP0056,Hardik Pandya,LSG v GT,LSG,GT,GT,2,1,0,8,0,8,2,1,0,0,0
BWS0660,M057,TP0073,Yash Dayal,LSG v GT,LSG,GT,GT,2,2,0,24,2,12,5,4,1,0,0
BWS0661,M057,TP0050,Alzarri Joseph,LSG v GT,LSG,GT,GT,2,2,0,14,0,7,4,2,0,0,0
BWS0662,M057,TP0067,Rashid Khan,LSG v GT,LSG,GT,GT,2,3.5,0,24,4,6.26,11,0,2,2,0
BWS0663,M057,TP0065,R Sai Kishore,LSG v GT,LSG,GT,GT,2,2,0,7,2,3.5,5,0,0,0,0
BWS0664,M058,TP0027,Chetan Sakariya,RR v DC,RR,DC,DC,1,4,0,23,2,5.75,9,1,0,3,0
BWS0665,M058,TP0025,Anrich Nortje,RR v DC,RR,DC,DC,1,4,0,39,2,9.75,8,4,2,1,0
BWS0666,M058,TP0044,Shardul Thakur,RR v DC,RR,DC,DC,1,4,0,27,0,6.75,12,4,0,1,0
BWS0667,M058,TP0241,Axar Patel,RR v DC,RR,DC,DC,1,2,0,25,0,12.5,5,1,3,0,0
BWS0668,M058,TP0036,Mitchell Marsh,RR v DC,RR,DC,DC,1,3,0,25,2,8.33,5,4,0,0,0
BWS0669,M058,TP0032,Kuldeep Yadav,RR v DC,RR,DC,DC,1,3,0,20,0,6.66,3,0,1,0,0
BWS0670,M058,TP0193,Trent Boult,RR v DC,RR,DC,RR,2,4,0,32,1,8,11,4,1,2,0
BWS0671,M058,TP0185,Prasidh Krishna,RR v DC,RR,DC,RR,2,3,1,20,0,6.66,11,2,1,0,0
BWS0672,M058,TP0186,R Ashwin,RR v DC,RR,DC,RR,2,4,0,32,0,8,7,1,2,2,0
BWS0673,M058,TP0180,Kuldeep Sen,RR v DC,RR,DC,RR,2,3.1,0,32,0,10.1,6,2,2,0,0
BWS0674,M058,TP0195,Yuzvendra Chahal,RR v DC,RR,DC,RR,2,4,0,43,1,10.75,6,1,4,1,0
BWS0675,M059,TP0124,Daniel Sams,CSK v MI,CSK,MI,MI,1,4,0,16,3,4,18,1,0,6,0
BWS0676,M059,TP0129,Jasprit Bumrah,CSK v MI,CSK,MI,MI,1,3,1,12,1,4,13,2,0,0,0
BWS0677,M059,TP0139,Riley Meredith,CSK v MI,CSK,MI,MI,1,3,0,27,2,9,11,3,1,1,0
BWS0678,M059,TP0127,Hrithik Shokeen,CSK v MI,CSK,MI,MI,1,2,0,12,0,6,7,0,1,1,0
BWS0679,M059,TP0133,Mayank Markande,CSK v MI,CSK,MI,MI,1,3,0,22,2,7.33,9,2,1,0,0
BWS0680,M059,TP0138,Ramandeep Singh,CSK v MI,CSK,MI,MI,1,1,0,5,1,5,4,1,0,0,0
BWS0681,M059,TP0014,Mukesh Choudhary,CSK v MI,CSK,MI,CSK,2,4,0,23,3,5.75,17,4,0,3,0
BWS0682,M059,TP0022,Simarjeet Singh,CSK v MI,CSK,MI,CSK,2,4,0,22,1,5.5,16,3,0,1,0
BWS0683,M059,TP0008,Dwayne Bravo,CSK v MI,CSK,MI,CSK,2,2,0,16,0,8,3,1,0,1,0
BWS0684,M059,TP0011,Maheesh Theekshana,CSK v MI,CSK,MI,CSK,2,3,0,24,0,8,5,3,0,0,0
BWS0685,M059,TP0242,Moeen Ali,CSK v MI,CSK,MI,CSK,2,1.5,0,17,1,9.27,4,0,2,0,0
BWS0686,M060,TP0204,Glenn Maxwell,RCB v PK,RCB,PK,RCB,1,2,0,17,1,8.5,6,0,2,0,0
BWS0687,M060,TP0207,Josh Hazlewood,RCB v PK,RCB,PK,RCB,1,4,0,64,0,16,5,7,4,2,0
BWS0688,M060,TP0211,Mohammed Siraj,RCB v PK,RCB,PK,RCB,1,2,0,36,0,18,3,2,4,0,1
BWS0689,M060,TP0217,Wanindu Hasaranga,RCB v PK,RCB,PK,RCB,1,4,0,15,2,3.75,12,1,0,0,0
BWS0690,M060,TP0212,Shahbaz Ahamad,RCB v PK,RCB,PK,RCB,1,4,0,40,1,10,5,3,2,0,0
BWS0691,M060,TP0205,Harshal Patel,RCB v PK,RCB,PK,RCB,1,4,0,34,4,8.5,10,3,2,1,0
BWS0692,M060,TP0152,Harpreet Brar,RCB v PK,RCB,PK,PK,2,4,0,33,1,8.25,12,3,2,2,0
BWS0693,M060,TP0147,Arshdeep Singh,RCB v PK,RCB,PK,PK,2,4,0,27,1,6.75,9,3,0,1,0
BWS0694,M060,TP0156,Kagiso Rabada,RCB v PK,RCB,PK,PK,2,4,0,21,3,5.25,15,2,0,2,0
BWS0695,M060,TP0165,Rishi Dhawan,RCB v PK,RCB,PK,PK,2,4,0,36,2,9,4,2,1,0,0
BWS0696,M060,TP0163,Rahul Chahar,RCB v PK,RCB,PK,PK,2,4,0,37,2,9.25,10,3,2,3,0
BWS0697,M061,TP0221,Bhuvneshwar Kumar,KKR v SRH,KKR,SRH,SRH,1,4,0,27,1,6.75,13,3,0,5,0
BWS0698,M061,TP0227,Marco Jansen,KKR v SRH,KKR,SRH,SRH,1,4,0,30,1,7.5,11,0,3,0,0
BWS0699,M061,TP0237,T Natarajan,KKR v SRH,KKR,SRH,SRH,1,4,0,43,1,10.75,7,1,4,1,0
BWS0700,M061,TP0240,Washington Sundar,KKR v SRH,KKR,SRH,SRH,1,4,0,40,0,10,8,1,4,0,0
BWS0701,M061,TP0238,Umran Malik,KKR v SRH,KKR,SRH,SRH,1,4,0,33,3,8.25,10,5,0,2,0
BWS0702,M061,TP0097,Umesh Yadav,KKR v SRH,KKR,SRH,KKR,2,4,0,19,1,4.75,13,1,1,0,0
BWS0703,M061,TP0096,Tim Southee,KKR v SRH,KKR,SRH,KKR,2,4,0,23,2,5.75,9,2,0,0,0
BWS0704,M061,TP0095,Sunil Narine,KKR v SRH,KKR,SRH,KKR,2,4,0,34,1,8.5,6,1,2,0,0
BWS0705,M061,TP0079,Andre Russell,KKR v SRH,KKR,SRH,KKR,2,4,0,22,3,5.5,14,3,0,2,0
BWS0706,M061,TP0098,Varun Chakravarty,KKR v SRH,KKR,SRH,KKR,2,4,0,25,1,6.25,13,1,2,1,0
BWS0707,M062,TP0062,Mohammad Shami,CSK v GT,CSK,GT,GT,1,4,0,19,2,4.75,9,0,0,0,0
BWS0708,M062,TP0056,Hardik Pandya,CSK v GT,CSK,GT,GT,1,2,0,8,0,4,5,0,0,0,1
BWS0709,M062,TP0073,Yash Dayal,CSK v GT,CSK,GT,GT,1,3,0,27,0,9,6,2,1,3,0
BWS0710,M062,TP0067,Rashid Khan,CSK v GT,CSK,GT,GT,1,4,0,31,1,7.75,6,0,2,0,0
BWS0711,M062,TP0050,Alzarri Joseph,CSK v GT,CSK,GT,GT,1,3,0,15,1,5,10,2,0,0,0
BWS0712,M062,TP0065,R Sai Kishore,CSK v GT,CSK,GT,GT,1,4,0,31,1,7.75,8,3,1,1,0
BWS0713,M062,TP0014,Mukesh Choudhary,CSK v GT,CSK,GT,CSK,2,3,0,28,0,9.33,5,5,0,0,0
BWS0714,M062,TP0022,Simarjeet Singh,CSK v GT,CSK,GT,CSK,2,3,0,26,0,8.66,8,3,1,1,0
BWS0715,M062,TP0012,Mitchell Santner,CSK v GT,CSK,GT,CSK,2,4,0,24,0,6,11,3,0,0,0
BWS0716,M062,TP0016,Prashant Solanki,CSK v GT,CSK,GT,CSK,2,4,0,18,0,4.5,6,0,0,0,0
BWS0717,M062,TP0011,Maheesh Theekshana,CSK v GT,CSK,GT,CSK,2,3.1,0,24,2,7.57,8,3,0,3,0
BWS0718,M062,TP0242,Moeen Ali,CSK v GT,CSK,GT,CSK,2,2,0,11,1,5.5,4,1,0,0,0
BWS0719,M063,TP0117,Mohsin Khan,LSG v RR,LSG,RR,LSG,1,4,0,43,0,10.75,9,6,1,1,0
BWS0720,M063,TP0105,Dushmanta Chameera,LSG v RR,LSG,RR,LSG,1,3,0,35,0,11.66,7,5,1,0,1
BWS0721,M063,TP0102,Avesh Khan,LSG v RR,LSG,RR,LSG,1,3,0,20,1,6.66,9,3,0,0,0
BWS0722,M063,TP0107,Jason Holder,LSG v RR,LSG,RR,LSG,1,2,0,12,1,6,3,1,0,0,0
BWS0723,M063,TP0115,Mark Wood,LSG v RR,LSG,RR,LSG,1,4,0,31,2,7.75,9,4,0,1,0
BWS0724,M063,TP0243,Marcus Stoinis,LSG v RR,LSG,RR,LSG,1,1,0,15,0,15,2,2,1,0,0
BWS0725,M063,TP0103,Ayush Badoni,LSG v RR,LSG,RR,LSG,1,1,0,5,1,5,3,0,0,0,0
BWS0726,M063,TP0111,Krunal Pandya,LSG v RR,LSG,RR,LSG,1,2,0,16,0,8,4,1,1,0,0
BWS0727,M063,TP0193,Trent Boult,LSG v RR,LSG,RR,RR,2,4,0,18,2,4.5,14,2,0,0,0
BWS0728,M063,TP0185,Prasidh Krishna,LSG v RR,LSG,RR,RR,2,4,0,32,2,8,14,2,2,2,0
BWS0729,M063,TP0195,Yuzvendra Chahal,LSG v RR,LSG,RR,RR,2,4,0,42,1,10.5,6,2,3,1,0
BWS0730,M063,TP0186,R Ashwin,LSG v RR,LSG,RR,RR,2,4,0,24,1,6,7,1,0,1,0
BWS0731,M063,TP0184,Obed McCoy,LSG v RR,LSG,RR,RR,2,4,0,35,2,8.75,7,2,1,4,0
BWS0732,M064,TP0157,Liam Livingstone,PK v DC,PK,DC,PK,1,4,0,27,3,6.75,8,1,1,2,0
BWS0733,M064,TP0156,Kagiso Rabada,PK v DC,PK,DC,PK,1,3,0,24,1,8,8,1,2,0,0
BWS0734,M064,TP0152,Harpreet Brar,PK v DC,PK,DC,PK,1,3,0,29,0,9.66,6,4,1,0,0
BWS0735,M064,TP0165,Rishi Dhawan,PK v DC,PK,DC,PK,1,2,0,17,0,8.5,2,2,0,0,0
BWS0736,M064,TP0147,Arshdeep Singh,PK v DC,PK,DC,PK,1,4,0,37,3,9.25,7,3,1,0,1
BWS0737,M064,TP0163,Rahul Chahar,PK v DC,PK,DC,PK,1,4,0,19,0,4.75,14,1,1,0,0
BWS0738,M064,TP0031,Khaleel Ahmed,PK v DC,PK,DC,DC,2,4,0,43,0,10.75,8,3,3,0,0
BWS0739,M064,TP0025,Anrich Nortje,PK v DC,PK,DC,DC,2,4,0,29,1,7.25,11,4,0,1,1
BWS0740,M064,TP0033,Lalit Yadav,PK v DC,PK,DC,DC,2,1,0,6,0,6,4,1,0,1,0
BWS0741,M064,TP0044,Shardul Thakur,PK v DC,PK,DC,DC,2,4,0,36,4,9,10,3,2,3,0
BWS0742,M064,TP0241,Axar Patel,PK v DC,PK,DC,DC,2,4,0,14,2,3.5,14,1,0,0,0
BWS0743,M064,TP0032,Kuldeep Yadav,PK v DC,PK,DC,DC,2,3,0,14,2,4.66,9,1,0,0,0
BWS0744,M065,TP0124,Daniel Sams,MI v SRH,MI,SRH,MI,1,4,0,39,1,9.75,8,4,2,0,0
BWS0745,M065,TP0139,Riley Meredith,MI v SRH,MI,SRH,MI,1,4,0,44,1,11,6,1,3,2,0
BWS0746,M065,TP0141,Sanjay Yadav,MI v SRH,MI,SRH,MI,1,2,0,23,0,11.5,6,3,1,2,0
BWS0747,M065,TP0129,Jasprit Bumrah,MI v SRH,MI,SRH,MI,1,4,0,32,1,8,11,4,1,0,0
BWS0748,M065,TP0133,Mayank Markande,MI v SRH,MI,SRH,MI,1,3,0,31,0,10.33,2,3,1,0,0
BWS0749,M065,TP0138,Ramandeep Singh,MI v SRH,MI,SRH,MI,1,3,0,20,3,6.66,5,2,0,1,0
BWS0750,M065,TP0222,Fazalhaq Farooqi,MI v SRH,MI,SRH,SRH,2,4,0,31,0,7.75,11,2,1,3,0
BWS0751,M065,TP0221,Bhuvneshwar Kumar,MI v SRH,MI,SRH,SRH,2,4,1,26,1,6.5,12,1,2,0,0
BWS0752,M065,TP0240,Washington Sundar,MI v SRH,MI,SRH,SRH,2,4,0,36,1,9,4,3,1,0,0
BWS0753,M065,TP0237,T Natarajan,MI v SRH,MI,SRH,SRH,2,4,0,60,0,15,4,4,5,2,0
BWS0754,M065,TP0238,Umran Malik,MI v SRH,MI,SRH,SRH,2,3,0,23,3,7.66,12,2,1,3,2
BWS0755,M065,TP0219,Abhishek Sharma,MI v SRH,MI,SRH,SRH,2,1,0,10,0,10,1,0,1,0,0
BWS0756,M066,TP0097,Umesh Yadav,KKR v LSG,KKR,LSG,KKR,1,4,0,34,0,8.5,7,2,2,0,0
BWS0757,M066,TP0096,Tim Southee,KKR v LSG,KKR,LSG,KKR,1,4,0,57,0,14.25,5,2,6,1,0
BWS0758,M066,TP0095,Sunil Narine,KKR v LSG,KKR,LSG,KKR,1,4,0,27,0,6.75,8,0,2,0,0
BWS0759,M066,TP0098,Varun Chakravarty,KKR v LSG,KKR,LSG,KKR,1,4,0,38,0,9.5,9,3,2,0,1
BWS0760,M066,TP0079,Andre Russell,KKR v LSG,KKR,LSG,KKR,1,3,0,45,0,15,1,5,2,0,0
BWS0761,M066,TP0085,Nitish Rana,KKR v LSG,KKR,LSG,KKR,1,1,0,9,0,9,0,1,0,0,0
BWS0762,M066,TP0117,Mohsin Khan,KKR v LSG,KKR,LSG,LSG,2,4,0,20,3,5,16,2,1,1,0
BWS0763,M066,TP0107,Jason Holder,KKR v LSG,KKR,LSG,LSG,2,4,0,45,0,11.25,10,3,4,2,0
BWS0764,M066,TP0102,Avesh Khan,KKR v LSG,KKR,LSG,LSG,2,4,0,60,0,15,6,7,3,3,1
BWS0765,M066,TP0108,K Gowtham,KKR v LSG,KKR,LSG,LSG,2,2,0,23,1,11.5,4,3,1,0,0
BWS0766,M066,TP0115,Mark Wood,KKR v LSG,KKR,LSG,LSG,2,4,0,34,1,8.5,6,2,2,0,0
BWS0767,M066,TP0243,Marcus Stoinis,KKR v LSG,KKR,LSG,LSG,2,2,0,23,3,11.5,4,1,2,0,0
BWS0768,M067,TP0214,Siddharth Kaul,RCB v GT,RCB,GT,RCB,1,4,0,43,0,10.75,6,5,2,0,0
BWS0769,M067,TP0212,Shahbaz Ahamad,RCB v GT,RCB,GT,RCB,1,2,0,15,0,7.5,5,1,1,0,0
BWS0770,M067,TP0207,Josh Hazlewood,RCB v GT,RCB,GT,RCB,1,4,0,39,2,9.75,10,3,3,0,0
BWS0771,M067,TP0204,Glenn Maxwell,RCB v GT,RCB,GT,RCB,1,4,1,28,1,7,14,0,3,1,0
BWS0772,M067,TP0210,Mahipal Lomror,RCB v GT,RCB,GT,RCB,1,1,0,11,0,11,1,0,1,0,0
BWS0773,M067,TP0217,Wanindu Hasaranga,RCB v GT,RCB,GT,RCB,1,4,0,25,1,6.25,7,2,0,1,0
BWS0774,M067,TP0205,Harshal Patel,RCB v GT,RCB,GT,RCB,1,1,0,6,0,6,3,0,0,0,0
BWS0775,M067,TP0062,Mohammad Shami,RCB v GT,RCB,GT,GT,2,2,0,23,0,11.5,6,4,0,1,0
BWS0776,M067,TP0056,Hardik Pandya,RCB v GT,RCB,GT,GT,2,3,0,35,0,11.66,6,4,2,1,0
BWS0777,M067,TP0067,Rashid Khan,RCB v GT,RCB,GT,GT,2,4,0,32,2,8,6,1,2,0,0
BWS0778,M067,TP0073,Yash Dayal,RCB v GT,RCB,GT,GT,2,4,0,35,0,8.75,6,5,0,1,0
BWS0779,M067,TP0065,R Sai Kishore,RCB v GT,RCB,GT,GT,2,4,0,20,0,5,7,0,0,0,0
BWS0780,M067,TP0060,Lockie Ferguson,RCB v GT,RCB,GT,GT,2,1.4,0,21,0,12.6,2,4,0,0,0
BWS0781,M068,TP0193,Trent Boult,RR v CSK,RR,CSK,RR,1,4,0,44,1,11,10,6,2,0,0
BWS0782,M068,TP0185,Prasidh Krishna,RR v CSK,RR,CSK,RR,1,4,0,32,0,8,12,3,2,0,0
BWS0783,M068,TP0186,R Ashwin,RR v CSK,RR,CSK,RR,1,4,0,28,1,7,9,2,1,2,0
BWS0784,M068,TP0195,Yuzvendra Chahal,RR v CSK,RR,CSK,RR,1,4,0,26,2,6.5,9,3,0,1,0
BWS0785,M068,TP0184,Obed McCoy,RR v CSK,RR,CSK,RR,1,4,0,20,2,5,11,1,0,2,0
BWS0786,M068,TP0014,Mukesh Choudhary,RR v CSK,RR,CSK,CSK,2,4,0,41,0,10.25,8,6,1,0,0
BWS0787,M068,TP0022,Simarjeet Singh,RR v CSK,RR,CSK,CSK,2,3,0,18,1,6,10,3,0,0,0
BWS0788,M068,TP0012,Mitchell Santner,RR v CSK,RR,CSK,CSK,2,3,0,15,1,5,7,1,0,0,0
BWS0789,M068,TP0011,Maheesh Theekshana,RR v CSK,RR,CSK,CSK,2,3.4,0,28,0,7.63,12,3,0,4,0
BWS0790,M068,TP0242,Moeen Ali,RR v CSK,RR,CSK,CSK,2,4,0,21,1,5.25,8,0,1,0,0
BWS0791,M068,TP0016,Prashant Solanki,RR v CSK,RR,CSK,CSK,2,2,0,20,2,10,6,1,2,0,0
BWS0792,M069,TP0124,Daniel Sams,MI v DC,MI,DC,MI,1,4,0,30,1,7.5,10,1,2,1,0
BWS0793,M069,TP0127,Hrithik Shokeen,MI v DC,MI,DC,MI,1,4,0,34,0,8.5,11,3,2,2,0
BWS0794,M069,TP0129,Jasprit Bumrah,MI v DC,MI,DC,MI,1,4,0,25,3,6.25,11,0,2,0,0
BWS0795,M069,TP0133,Mayank Markande,MI v DC,MI,DC,MI,1,4,0,26,1,6.5,9,1,1,0,0
BWS0796,M069,TP0139,Riley Meredith,MI v DC,MI,DC,MI,1,2,0,9,0,4.5,7,1,0,1,0
BWS0797,M069,TP0138,Ramandeep Singh,MI v DC,MI,DC,MI,1,2,0,29,2,14.5,4,2,2,4,0
BWS0798,M069,TP0031,Khaleel Ahmed,MI v DC,MI,DC,DC,2,3.1,0,24,0,7.57,11,3,1,1,1
BWS0799,M069,TP0025,Anrich Nortje,MI v DC,MI,DC,DC,2,4,0,37,2,9.25,11,4,2,0,0
BWS0800,M069,TP0044,Shardul Thakur,MI v DC,MI,DC,DC,2,3,0,32,2,10.66,8,0,4,2,0
BWS0801,M069,TP0036,Mitchell Marsh,MI v DC,MI,DC,DC,2,2,0,7,0,3.5,8,1,0,0,0
BWS0802,M069,TP0032,Kuldeep Yadav,MI v DC,MI,DC,DC,2,4,0,33,1,8.25,9,1,3,0,0
BWS0803,M069,TP0241,Axar Patel,MI v DC,MI,DC,DC,2,3,0,26,0,8.66,3,0,2,0,0
BWS0804,M070,TP0157,Liam Livingstone,SRH v PK,SRH,PK,PK,1,4,0,25,0,6.25,8,1,1,0,0
BWS0805,M070,TP0147,Arshdeep Singh,SRH v PK,SRH,PK,PK,1,4,0,25,0,6.25,10,3,0,0,0
BWS0806,M070,TP0156,Kagiso Rabada,SRH v PK,SRH,PK,PK,1,4,0,38,1,9.5,10,4,1,3,0
BWS0807,M070,TP0159,Nathan Ellis,SRH v PK,SRH,PK,PK,1,4,0,40,3,10,11,3,3,1,1
BWS0808,M070,TP0152,Harpreet Brar,SRH v PK,SRH,PK,PK,1,4,0,26,3,6.5,11,2,1,0,0
BWS0809,M070,TP0221,Bhuvneshwar Kumar,SRH v PK,SRH,PK,SRH,2,2,0,22,0,11,4,3,1,0,0
BWS0810,M070,TP0240,Washington Sundar,SRH v PK,SRH,PK,SRH,2,2,0,19,1,9.5,4,2,1,0,0
BWS0811,M070,TP0222,Fazalhaq Farooqi,SRH v PK,SRH,PK,SRH,2,4,0,32,2,8,7,4,0,1,0
BWS0812,M070,TP0225,Jagadeesha Suchith,SRH v PK,SRH,PK,SRH,2,4,0,38,1,9.5,9,2,3,2,0
BWS0813,M070,TP0238,Umran Malik,SRH v PK,SRH,PK,SRH,2,2.1,0,24,1,11.07,5,2,2,0,0
BWS0814,M070,TP0232,Romario Shepherd,SRH v PK,SRH,PK,SRH,2,1,0,23,0,23,1,2,2,1,0
BWS0815,M071,TP0062,Mohammad Shami,GT v RR,GT,RR,GT,1,4,0,43,1,10.75,11,6,1,2,0
BWS0816,M071,TP0073,Yash Dayal,GT v RR,GT,RR,GT,1,4,0,46,1,11.5,11,5,2,2,1
BWS0817,M071,TP0050,Alzarri Joseph,GT v RR,GT,RR,GT,1,2,0,27,0,13.5,4,3,2,0,0
BWS0818,M071,TP0067,Rashid Khan,GT v RR,GT,RR,GT,1,4,0,15,0,3.75,10,0,0,0,0
BWS0819,M071,TP0065,R Sai Kishore,GT v RR,GT,RR,GT,1,4,0,43,1,10.75,4,4,2,1,0
BWS0820,M071,TP0056,Hardik Pandya,GT v RR,GT,RR,GT,1,2,0,14,1,7,4,1,0,1,0
BWS0821,M071,TP0193,Trent Boult,GT v RR,GT,RR,RR,2,4,0,38,1,9.5,8,6,0,0,0
BWS0822,M071,TP0185,Prasidh Krishna,GT v RR,GT,RR,RR,2,3.3,0,40,0,11.42,10,3,3,1,0
BWS0823,M071,TP0186,R Ashwin,GT v RR,GT,RR,RR,2,4,0,40,0,10,5,4,1,3,0
BWS0824,M071,TP0195,Yuzvendra Chahal,GT v RR,GT,RR,RR,2,4,0,32,0,8,5,1,2,0,0
BWS0825,M071,TP0184,Obed McCoy,GT v RR,GT,RR,RR,2,4,0,40,1,10,4,5,0,3,1
BWS0826,M072,TP0117,Mohsin Khan,LSG v RCB,LSG,RCB,LSG,1,4,0,25,1,6.25,13,1,1,1,0
BWS0827,M072,TP0105,Dushmanta Chameera,LSG v RCB,LSG,RCB,LSG,1,4,0,54,0,13.5,7,8,2,0,1
BWS0828,M072,TP0111,Krunal Pandya,LSG v RCB,LSG,RCB,LSG,1,4,0,39,1,9.75,4,4,1,1,0
BWS0829,M072,TP0102,Avesh Khan,LSG v RCB,LSG,RCB,LSG,1,4,0,44,1,11,10,6,1,2,0
BWS0830,M072,TP0115,Mark Wood,LSG v RCB,LSG,RCB,LSG,1,4,0,45,1,11.25,8,2,4,1,0
BWS0831,M072,TP0211,Mohammed Siraj,LSG v RCB,LSG,RCB,RCB,2,4,0,41,1,10.25,10,1,4,2,0
BWS0832,M072,TP0207,Josh Hazlewood,LSG v RCB,LSG,RCB,RCB,2,4,0,43,3,10.75,11,3,3,3,0
BWS0833,M072,TP0212,Shahbaz Ahamad,LSG v RCB,LSG,RCB,RCB,2,4,0,35,0,8.75,6,1,2,2,0
BWS0834,M072,TP0217,Wanindu Hasaranga,LSG v RCB,LSG,RCB,RCB,2,4,0,42,1,10.5,5,1,4,0,0
BWS0835,M072,TP0205,Harshal Patel,LSG v RCB,LSG,RCB,RCB,2,4,0,25,1,6.25,11,0,1,3,0
BWS0836,M073,TP0193,Trent Boult,RR v RCB,RR,RCB,RR,1,4,0,28,1,7,13,3,1,0,0
BWS0837,M073,TP0185,Prasidh Krishna,RR v RCB,RR,RCB,RR,1,4,0,22,3,5.5,17,3,1,1,0
BWS0838,M073,TP0184,Obed McCoy,RR v RCB,RR,RCB,RR,1,4,0,23,3,5.75,10,2,0,1,0
BWS0839,M073,TP0186,R Ashwin,RR v RCB,RR,RCB,RR,1,4,0,31,1,7.75,5,0,2,1,0
BWS0840,M073,TP0195,Yuzvendra Chahal,RR v RCB,RR,RCB,RR,1,4,0,45,0,11.25,2,1,3,4,0
BWS0841,M073,TP0211,Mohammed Siraj,RR v RCB,RR,RCB,RCB,2,2,0,31,0,15.5,5,3,3,0,0
BWS0842,M073,TP0207,Josh Hazlewood,RR v RCB,RR,RCB,RCB,2,4,0,23,2,5.75,12,3,0,0,0
BWS0843,M073,TP0204,Glenn Maxwell,RR v RCB,RR,RCB,RCB,2,3,0,17,0,5.66,5,0,0,0,0
BWS0844,M073,TP0212,Shahbaz Ahamad,RR v RCB,RR,RCB,RCB,2,2,0,35,0,17.5,2,3,3,0,0
BWS0845,M073,TP0205,Harshal Patel,RR v RCB,RR,RCB,RCB,2,3.1,0,29,0,9.15,6,2,2,0,0
BWS0846,M073,TP0217,Wanindu Hasaranga,RR v RCB,RR,RCB,RCB,2,4,0,26,1,6.5,11,1,2,0,0
BWS0847,M074,TP0062,Mohammad Shami,GT v RR,GT,RR,GT,1,4,0,33,1,8.25,12,4,1,0,0
BWS0848,M074,TP0073,Yash Dayal,GT v RR,GT,RR,GT,1,3,0,18,1,6,9,1,1,0,0
